name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for landed hake, fresh;landed hake, fresh;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;37f6b00dc91986e4d88797bd34d46785;market activity;3110;Marine fishing;4241;Wild fish of Gadiformes, live, fresh or chilled;AgriForeAnim;Live animal, fish & their products
market for cathode-ray tube, cathode ray tube display;cathode-ray tube, cathode ray tube display;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;eeaa66ad54e0788cbd9d28ee5acec707;market activity;26200;Manufacture of computers and peripheral equipment;47140;Thermionic, cold cathode or photo-cathode valves and tubes (including cathode ray tubes);MachElecTrans;Metal/electronic equipments & parts
market for diazole-compound;diazole-compound;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a59a845057a75670b39c812c45810d97;market activity;20210;Manufacture of pesticides and other agrochemical products;34660;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market for calcium ammonium nitrate;calcium ammonium nitrate;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;9f701d0e384152628ac269a1f41381ab;market activity;20120;Manufacture of fertilizers and nitrogen compounds;34614;Double salts and mixtures of calcium nitrate and ammonium nitrate;Chemical;Chemical products
market for purified terephthalic acid;purified terephthalic acid;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;01c0151ec2cf026bdd266f6dbc39eb6e;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
market for ground granulated blast furnace slag;ground granulated blast furnace slag;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;69e1f866e2ae8ca1e3ff1da992c0d6d6;market activity;23900;Manufacture of non-metallic mineral products n.e.c.;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market for clay brick;clay brick;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;f0b76323d0c53237efbaa8e86d532b56;market activity;23920;Manufacture of clay building materials;37300;Refractory products and structural non-refractory clay products;GlasNonMetal;Glass & other non-metallic products
market for o-cresol;o-cresol;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;c8bf8fc71fd37665bdc35c069238d3bd;market activity;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for lentil;lentil;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;473f34ef4701ff772d1433665472a930;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1709;Pulses, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for ethylene;ethylene;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;7c69d8d16174f2f1090de6862b1564f8;market activity;19200;Manufacture of refined petroleum products;33421;Ethylene, propylene, butylene, butadiene;OreMinFuel;Ores, minerals & fuels
market for printed paper;printed paper;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;97c658b5f9714d98b4806d327bcce2c9;market activity;82190;Photocopying, document preparation and other specialized office support act;32129;Other uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and punch[…];ProcBio;Pulp & paper
market for aluminium collector foil, for Li-ion battery;aluminium collector foil, for Li-ion battery;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;1b4804dc622a6983fcefc016372d5a38;market activity;27900;Manufacture of other electrical equipment;46430;Parts of primary cells, primary batteries and electric accumulators (including separators);MachElecTrans;Metal/electronic equipments & parts
market for resistor, auxilliaries and energy use;resistor, auxilliaries and energy use;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;36e70f6b29ea4eef07395a67c794e6e2;market activity;26100;Manufacture of electronic components and boards;47120;Electrical resistors (except heating resistors);MachElecTrans;Metal/electronic equipments & parts
market for woven bamboo mat;woven bamboo mat;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;326c6c87b737f685fe19c80ac69cceb5;market activity;16200;Manufacture of products of wood, cork, straw and plaiting materials;31212;Wood, continuously shaped along any of its edges or faces (including strips and friezes for parquet flooring, […];ProcBio;Wood, straw & cork
market for cheese, from cow milk, fresh, unripened;cheese, from cow milk, fresh, unripened;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;5cbb6dacbf67a3f01efe5f8e91bfc123;market activity;10500;Manufacture of dairy products;22251;Cheese from milk of cattle, fresh or processed;ProcBio;Food & beverages, animal feed
market for sodium methoxide;sodium methoxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;a29f34ab7b19835df8903c130656a426;market activity;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for neutralising agent, sodium hydroxide-equivalent;neutralising agent, sodium hydroxide-equivalent;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;49e7e29fe8d585e2827bf8eb8b4ac221;market activity;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for cyclohexanone;cyclohexanone;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;450aae493ff1888578dc5da507a117f6;market activity;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for cottonseed, for sowing;cottonseed, for sowing;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;2034499bc66ccc742f6c23b64ec26855;market activity;1640;Seed processing for propagation;1431;Cottonseed, seed for planting;AgriForeAnim;Agricultural & forestry products
market for isopropylamine;isopropylamine;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;37933bff8a6a74f80722bc511cc8e7ea;market activity;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for maize grain;maize grain;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;159b0b89ee06badd075ce6e683fbc8c0;market activity;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1122;Maize (corn), other;AgriForeAnim;Agricultural & forestry products
market for cow milk;cow milk;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4db9af889571989d121d634e4862aa99;market activity;1410;Raising of cattle and buffaloes;2211;Raw milk of cattle;AgriForeAnim;Live animal, fish & their products
market for palm oil, refined;palm oil, refined;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4b3025c58b8e3d16b64507fdcda4219b;market activity;10400;Manufacture of vegetable and animal oils and fats;21652;Palm oil, refined;ProcBio;Food & beverages, animal feed
market for fluorescent whitening agent, DAS1, triazinylaminostilben type;fluorescent whitening agent, DAS1, triazinylaminostilben type;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;b511a228ce0f67d5c28c65abe352bf4b;market activity;20110;Manufacture of basic chemicals;34310;"Synthetic organic colouring matter and preparations based thereon; synthetic organic products of a kind used a[…]";Chemical;Chemical products
market for ortho-phenylene diamine;ortho-phenylene diamine;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;3d29dd0bcaae9820ae3af66e62e25bc5;market activity;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for plywood;plywood;ecoinvent-3.9.1-cutoff;cubic meter;1.0;RoW;f9fde136b641f706b93b33584820241f;market activity;16210;Manufacture of veneer sheets and wood-based panels;31450;Plywood, veneer panels and similar laminated wood of bamboo;ProcBio;Wood, straw & cork
market for formaldehyde;formaldehyde;ecoinvent-3.9.1-cutoff;kilogram;1.0;RoW;fdb1628c86b3f9b4fbee642fd4e6ceeb;market activity;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market for bisphenol A epoxy based vinyl ester resin;bisphenol A epoxy based vinyl ester resin;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;1aa3a7558cc8db1a76a3770661632ffb;market activity;20130;Manufacture of plastics and synthetic rubber in primary forms;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
market for gold;gold;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;36312a62a043eb8374d232cf30167c22;market activity;7290;Mining of other non-ferrous metal ores;41320;Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form;MetalAlloy;Basic metals & alloys, their semi-finished products
market for soil pH raising agent, as CaCO3;soil pH raising agent, as CaCO3;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;bab51cbc5c22ac6f6b1c37acf74856a7;market activity;8910;Mining of chemical and fertilizer minerals;34659;Fertilizers n.e.c.;Chemical;Chemical products
market for tomato, fresh grade;tomato, fresh grade;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;461b8632da46daefbb306fa8a317e3c5;market activity;1130;Growing of vegetables and melons, roots and tubers;1234;Tomatoes;AgriForeAnim;Agricultural & forestry products
market for holmium oxide;holmium oxide;ecoinvent-3.9.1-cutoff;kilogram;1.0;GLO;4ad0d1c39071582c4f0126a465493e35;market activity;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
