activity type;database;name;production amount;code;unit;reference product;location;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;ecoinvent-3.9.1-cutoff;market for lime, from liquid packaging board production;1.0;5bc7a9db28fc5744a0eb1f65377be520;kilogram;lime, from liquid packaging board production;GLO;20120;Manufacture of fertilizers and nitrogen compounds;16100;Chemical and fertilizer minerals;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for cyclohexanone;1.0;450aae493ff1888578dc5da507a117f6;kilogram;cyclohexanone;RoW;20110;Manufacture of basic chemicals;34170;Ethers, alcohol peroxides, ether peroxides, epoxides, acetals and hemiacetals, and their halogenated, sulphona[…];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for rape seed, organic, for sowing;1.0;3f6e423141bbf2e023ee3c2adf3394d3;kilogram;rape seed, organic, for sowing;GLO;1640;Seed processing for propagation;1443;Rape or colza seed;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for aluminium, primary, ingot;1.0;11a252f4506e7a68b98e220ee64ffeea;kilogram;aluminium, primary, ingot;RoW;24200;Manufacture of basic precious and other non-ferrous metals;41431;Unwrought aluminium;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for steel, unalloyed;1.0;d872e0d78319cb13e12b96de83e19dd7;kilogram;steel, unalloyed;GLO;24100;Manufacture of basic iron and steel;41121;Non-alloy steel in ingots or other primary forms, and semi-finished products of non-alloy steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for biomethane, high pressure;1.0;4f192c25752e78ad78f492c8ca819a65;cubic meter;biomethane, high pressure;RoW;35200;"Manufacture of gas; distribution of gaseous fuels through mains";17200;Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for dimethyl sulfate;1.0;02b8255b30841e6c8016ee8fce101c05;kilogram;dimethyl sulfate;RoW;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for hydrogen fluoride;1.0;a8545fdf18ae8f75037b9a345930690e;kilogram;hydrogen fluoride;RoW;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for transformer, high voltage use;1.0;2a3f8bc52f4ebd84542dbdd5fa5c9dab;kilogram;transformer, high voltage use;GLO;27100;Manufacture of electric motors, generators, transformers and electricity di;46121;Electrical transformers;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for stearic acid;1.0;dbbf167ae70acbeea514d5f26c351b87;kilogram;stearic acid;GLO;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for copper sulfate;1.0;ba33d7ba71218e2d5a1a27a1b57e1dd9;kilogram;copper sulfate;GLO;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for alpha-naphthol;1.0;0a29c7d429543126bc2480b74aeb6f3a;kilogram;alpha-naphthol;GLO;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for alkyd paint, white, without solvent, in 60% solution state;1.0;f85ce551c71a3ca0384a1ce289c74cd5;kilogram;alkyd paint, white, without solvent, in 60% solution state;RoW;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35110;Paints and varnishes and related products;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for azodicarbonamide;1.0;e39f0296561bf61bd6b45b0a88077030;kilogram;azodicarbonamide;GLO;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for non-ionic surfactant;1.0;1c9c3b06f03a9bf7db52b080f3fe8e25;kilogram;non-ionic surfactant;GLO;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35310;Organic surface active agents, except soap;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, beam, softwood, dried (u=10%), planed;1.0;28005687919d1644a4c871d7f78fc595;cubic meter;sawnwood, beam, softwood, dried (u=10%), planed;RoW;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for wood preservative, water-based, indoor use, dry;1.0;a258b7852eb5bbceee7236d6674d21a8;kilogram;wood preservative, water-based, indoor use, dry;GLO;20210;Manufacture of pesticides and other agrochemical products;34500;Miscellaneous basic chemical products;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for alpha-picoline;1.0;d64c24a68a27315bf3c457f8457bdcd0;kilogram;alpha-picoline;GLO;20110;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for NPK (26-15-15) fertiliser;1.0;8b41c068352226a104adfee434e02f0e;kilogram;NPK (26-15-15) fertiliser;RoW;20120;Manufacture of fertilizers and nitrogen compounds;34641;Fertilizers containing three nutrients: nitrogen, phosphorus and potassium;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for natural gas, unprocessed, at extraction;1.0;c54d38f7558de3092720c7cce5fe1cb4;cubic meter;natural gas, unprocessed, at extraction;GLO;6200;Extraction of natural gas;12020;Natural gas, liquefied or in the gaseous state;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for maize grain, organic;1.0;4ccc5f6d91c28ea32355fdbd29bac2da;kilogram;maize grain, organic;GLO;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1122;Maize (corn), other;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for titanium;1.0;cbba1d5c4658c85a617f5173516cc257;kilogram;titanium;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for hydrazine sulfate;1.0;90ac1c25d24832dcdbe1d8fc959e0ed8;kilogram;hydrazine sulfate;GLO;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawlog and veneer log, azobe, measured as solid wood under bark;1.0;0e9aae51b130ea7c6722ad337019dd3d;cubic meter;sawlog and veneer log, azobe, measured as solid wood under bark;RoW;2200;Logging;3100;Wood in the rough;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for magnesium chloride, from titanium sponge production;1.0;460f39c08e600e8d42f573617d07c573;kilogram;magnesium chloride, from titanium sponge production;GLO;24200;Manufacture of basic precious and other non-ferrous metals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sodium chlorate, powder;1.0;c24e5163f16778b6b503a40808df08de;kilogram;sodium chlorate, powder;RoW;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for printed wiring board, surface mounted, unspecified, Pb free;1.0;80381ec97509cafefd4b2c9b19eb46f8;kilogram;printed wiring board, surface mounted, unspecified, Pb free;GLO;26100;Manufacture of electronic components and boards;47130;Printed circuits;MachElecTrans;Metal/electronic equipments & parts
market activity;ecoinvent-3.9.1-cutoff;market for lithium iron phosphate;1.0;dc24aacb81956b23d97cf04fae5f19dc;kilogram;lithium iron phosphate;RoW;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for kiwi;1.0;6bca334cb5420a1a5f4bb9728dede03b;kilogram;kiwi;GLO;1250;Growing of other tree and bush fruits and nuts;1352;Kiwi fruit;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for ferronickel;1.0;5e6eb11a36779ca8260536862517b2ce;kilogram;ferronickel;GLO;24100;Manufacture of basic iron and steel;41114;Ferro-nickel;MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for dithiocarbamate-compound;1.0;c88ee5ab0a0de26046374b77d1b8e95d;kilogram;dithiocarbamate-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34660;Insecticides, fungicides, herbicides and disinfectants;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for whey;1.0;82bcd67307aa7d775b264e32dd185e3d;kilogram;whey;GLO;10500;Manufacture of dairy products;22130;Whey;ProcBio;Food & beverages, animal feed
market activity;ecoinvent-3.9.1-cutoff;market for wood chips and particles, willow;1.0;0644fb7666ecd032c5409733682f38a4;kilogram;wood chips and particles, willow;RoW;1290;Growing of other perennial crops;31230;Wood in chips or particles;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for helium, crude;1.0;058d621a547f810834b939ff4a57b42e;kilogram;helium, crude;GLO;35200;"Manufacture of gas; distribution of gaseous fuels through mains";34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for fleece, polyethylene;1.0;26bf40844012f61dbf4cfba27b5f4228;kilogram;fleece, polyethylene;GLO;13990;Manufacture of other textiles n.e.c.;27922;Nonwovens;ProcBio;Textile
market activity;ecoinvent-3.9.1-cutoff;market for trichloroacetic acid;1.0;ab76df4845d8b838daf0933e3bca8885;kilogram;trichloroacetic acid;RoW;20110;Manufacture of basic chemicals;34120;"Industrial monocarboxylic fatty acids; acid oils from refining";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for phacelia silage;1.0;56bf8867fba9e9a2cf048ee29ecb4656;kilogram;phacelia silage;GLO;1610;Support activities for crop production;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
market activity;ecoinvent-3.9.1-cutoff;market for molybdenum trioxide;1.0;052eca926bd9d9041df3b9325e33e8b7;kilogram;molybdenum trioxide;GLO;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;ecoinvent-3.9.1-cutoff;market for captan;1.0;c636e69892aa89e8764b77160f8b45be;kilogram;captan;GLO;20210;Manufacture of pesticides and other agrochemical products;34662;Fungicides;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for concrete slab;1.0;ff8c32b4d54c57ab67bf3cc01b13539f;cubic meter;concrete slab;RoW;23950;Manufacture of articles of concrete, cement and plaster;37330;Refractory cements, mortars, concretes and similar compositions n.e.c.;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for coal tar;1.0;843d0949e9fdb184861a788655f8ca0e;kilogram;coal tar;GLO;19100;Manufacture of coke oven products;34530;Roasted iron pyrites;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for pyridine-compound;1.0;4969908456d767db6104dbb761751504;kilogram;pyridine-compound;GLO;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for tetrachloroethylene;1.0;ea055e0bb8c68348475de49d74a5807b;kilogram;tetrachloroethylene;RoW;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for potassium hydroxide;1.0;5eb2dfae38d434272bbf89b4b3acd5be;kilogram;potassium hydroxide;GLO;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, beam, hardwood, raw, dried (u=20%);1.0;49485e2ad6be42edc867d075ea123d5f;cubic meter;sawnwood, beam, hardwood, raw, dried (u=20%);RoW;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for sand-lime brick;1.0;2706c72e9fd70ec905b3b3c565410e6e;kilogram;sand-lime brick;GLO;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market activity;ecoinvent-3.9.1-cutoff;market for carbon dioxide, in chemical industry;1.0;637f663e5426c84d73ebcde1fb3be564;kilogram;carbon dioxide, in chemical industry;GLO;20120;Manufacture of fertilizers and nitrogen compounds;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for acetoacetic acid;1.0;062d76e5b7a02ea05d273e0f15a5949a;kilogram;acetoacetic acid;GLO;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for ethanol, without water, in 99.7% solution state, from fermentation;1.0;4644b33e432d216ad9539c04cb879a11;kilogram;ethanol, without water, in 99.7% solution state, from fermentation;GLO;20110;Manufacture of basic chemicals;35491;Biodiesel;Chemical;Chemical products
market activity;ecoinvent-3.9.1-cutoff;market for sawnwood, beam, softwood, raw, dried (u=10%);1.0;3a114d3fde564aa2089d2fa72687b065;cubic meter;sawnwood, beam, softwood, raw, dried (u=10%);RoW;16100;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;ecoinvent-3.9.1-cutoff;market for sodium borates;1.0;de03d27ded836711c700f636845168d5;kilogram;sodium borates;GLO;8910;Mining of chemical and fertilizer minerals;16190;Other chemical minerals;OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for heptane;1.0;e64c6f3349808096d48837d8ba8ffe78;kilogram;heptane;GLO;19200;Manufacture of refined petroleum products;33300;"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";OreMinFuel;Ores, minerals & fuels
market activity;ecoinvent-3.9.1-cutoff;market for cement, CEM III/A;1.0;8716c8b6f2df996ded54c67472212da9;kilogram;cement, CEM III/A;RoW;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
